SK_ID_CURR,SK_ID_BUREAU,DAYS_CREDIT
337758,5715716,-2744
337758,5715717,-2308
337758,5715718,-1310
287088,5715719,-2787
287088,5715721,-2638
287088,5715722,-2517
287088,5715723,-1551
220033,5715725,-362
220033,5715727,-2295
220033,5715728,-2295
220033,5715729,-1483
220033,5715730,-1477
220033,5715731,-1238
220033,5715732,-565
220033,5715733,-250
220033,5715734,-69
194559,5715735,-2893
194559,5715736,-894
194559,5715738,-785
194559,5715739,-862
194559,5715740,-376
194559,5715741,-1432
194559,5715742,-783
291292,5715743,-2411
291292,5715744,-1667
291292,5715745,-1144
291292,5715746,-2822
291292,5715747,-1223
291292,5715748,-1666
291292,5715749,-1269
291292,5715750,-941
291292,5715751,-757
291292,5715752,-613
291292,5715753,-526
254062,5715754,-831
254062,5715755,-2694
254062,5715756,-2631
254062,5715757,-634
254062,5715758,-2637
254062,5715759,-963
254062,5715760,-1225
237164,5715762,-1033
237164,5715763,-1098
381254,5715764,-263
381254,5715765,-258
278708,5715766,-614
278708,5715767,-567
278708,5715768,-494
235604,5715769,-2492
235604,5715771,-2478
235604,5715772,-51
235604,5715773,-75
235604,5715774,-82
235604,5715775,-86
235604,5715776,-30
235604,5715777,-1203
235604,5715778,-408
235604,5715779,-2056
235604,5715780,-111
284085,5715782,-536
284085,5715783,-468
284085,5715784,-360
273869,5715785,-527
273869,5715786,-714
273869,5715787,-1515
273869,5715788,-1734
273869,5715789,-1005
273869,5715790,-1078
273869,5715791,-527
370938,5715793,-1455
370938,5715794,-1496
370938,5715795,-1157
370938,5715796,-1129
370938,5715797,-802
183382,5715800,-2505
183382,5715801,-1587
183382,5715802,-1138
113548,5715803,-151
113548,5715804,-151
113548,5715805,-133
113548,5715806,-344
387522,5715807,-824
387522,5715808,-959
387522,5715809,-861
387522,5715810,-650
387522,5715811,-617
387522,5715812,-404
312925,5715813,-1264
312925,5715814,-2920
312925,5715815,-2920
312925,5715816,-406
427471,5715817,-321
427471,5715818,-1399
427471,5715819,-321
427471,5715820,-504
427471,5715821,-1224
427471,5715822,-1194
427471,5715823,-559
427471,5715824,-250
278144,5715827,-2800
278144,5715829,-2062
278144,5715830,-1490
278144,5715831,-1462
221655,5715832,-665
221655,5715833,-1260
221655,5715834,-181
221655,5715835,-1260
221655,5715836,-2292
221655,5715837,-665
221655,5715838,-1076
221655,5715839,-2365
136980,5715840,-1376
136980,5715841,-1209
136980,5715842,-236
136980,5715843,-1216
136980,5715844,-889
136980,5715845,-1687
284019,5715846,-1202
287268,5715847,-693
287268,5715848,-694
287268,5715849,-47
117740,5715850,-481
117740,5715851,-430
117740,5715852,-242
171104,5715853,-205
251451,5715854,-1215
251451,5715855,-1077
251451,5715857,-1607
251451,5715858,-2719
251451,5715859,-1252
251451,5715860,-1175
251451,5715861,-2112
382758,5715862,-1571
382758,5715863,-1082
382758,5715864,-952
382758,5715865,-221
382758,5715866,-1463
382758,5715867,-337
251451,5715868,-1302
251451,5715869,-1032
251451,5715870,-1127
251451,5715871,-2361
251451,5715873,-870
112918,5715874,-1133
112918,5715875,-875
112918,5715876,-672
287332,5715877,-396
287332,5715878,-1402
287332,5715879,-132
287332,5715880,-443
377029,5715881,-627
377029,5715882,-809
377029,5715883,-809
246557,5715884,-1193
246557,5715885,-1405
246557,5715886,-1170
246557,5715887,-2906
439104,5715888,-2685
439104,5715889,-748
439104,5715890,-1071
439104,5715891,-1955
439104,5715892,-2682
439104,5715893,-1072
439104,5715894,-1433
439104,5715895,-1432
439104,5715896,-1694
439104,5715897,-408
439104,5715898,-1954
439104,5715899,-2760
439104,5715900,-1840
439104,5715901,-1380
439104,5715902,-582
406913,5715905,-1297
406913,5715907,-1592
406913,5715908,-468
165946,5715909,-2331
165946,5715910,-1280
165946,5715911,-1903
165946,5715912,-280
165946,5715913,-131
165946,5715914,-460
165946,5715915,-1426
165946,5715916,-1646
315173,5715917,-1813
315173,5715919,-867
315173,5715920,-867
315173,5715921,-867
315173,5715922,-1812
315173,5715923,-1707
315173,5715924,-211
404014,5715925,-1028
404014,5715926,-1056
404014,5715927,-1059
404014,5715928,-352
404014,5715929,-18
404014,5715930,-17
328732,5715931,-511
388298,5715932,-994
388298,5715933,-319
388298,5715934,-624
388298,5715935,-832
388298,5715936,-993
388298,5715937,-827
388298,5715938,-795
388298,5715939,-712
388298,5715941,-551
388298,5715942,-440
388298,5715943,-314
281741,5715944,-142
281741,5715945,-406
281741,5715946,-509
281741,5715947,-623
146584,5715948,-1997
146584,5715949,-616
146584,5715950,-1479
324653,5715953,-204
324653,5715954,-420
324653,5715955,-2221
324653,5715956,-1506
324653,5715957,-1163
324653,5715959,-398
324653,5715960,-99
324653,5715961,-258
104166,5715964,-1210
104166,5715965,-2178
104166,5715966,-1163
104166,5715967,-372
104166,5715969,-579
104166,5715971,-179
104166,5715972,-2683
104166,5715973,-1209
104166,5715974,-861
104166,5715975,-254
438643,5715976,-653
438643,5715977,-805
438643,5715979,-1016
438643,5715980,-1636
438643,5715981,-877
438643,5715982,-769
438643,5715983,-1501
438643,5715984,-840
438643,5715985,-712
438643,5715986,-419
141059,5715989,-1023
141059,5715990,-168
141059,5715991,-701
141059,5715992,-243
141059,5715993,-1301
141059,5715994,-464
117081,5715996,-383
117081,5715997,-200
261073,5715998,-628
261073,5715999,-1509
261073,5716000,-1508
202808,5716002,-1201
225097,5716003,-1848
225097,5716004,-2567
225097,5716005,-1666
128259,5716006,-455
277352,5716008,-2827
271561,5716009,-2329
271561,5716010,-2767
385277,5716012,-1538
385277,5716013,-986
385277,5716014,-250
385277,5716015,-133
385277,5716016,-1574
385277,5716017,-1986
385277,5716019,-1051
453585,5716020,-1184
108357,5716021,-863
108357,5716022,-1763
108357,5716023,-2165
108357,5716024,-866
108357,5716025,-443
108357,5716026,-129
354422,5716028,-275
354422,5716029,-750
354422,5716030,-1265
354422,5716031,-1331
354422,5716032,-783
354422,5716034,-78
226474,5716035,-994
226474,5716036,-2800
226474,5716037,-2637
226474,5716038,-743
170937,5716042,-1418
170937,5716044,-277
170937,5716045,-2640
387017,5716046,-860
387017,5716047,-643
158282,5716049,-183
158282,5716050,-183
283850,5716051,-1489
283850,5716052,-1289
283850,5716053,-329
283850,5716054,-2014
283850,5716055,-621
283850,5716056,-330
283850,5716057,-810
299829,5716059,-415
299829,5716060,-1764
299829,5716061,-506
299829,5716062,-828
299829,5716063,-198
327983,5716064,-730
302664,5716065,-253
299700,5716067,-2252
299700,5716068,-957
299700,5716069,-492
299700,5716070,-453
299700,5716071,-392
299700,5716072,-287
299700,5716074,-266
299700,5716075,-243
299700,5716076,-243
234309,5716077,-428
234309,5716078,-427
234309,5716079,-152
234309,5716080,-593
340956,5716081,-1051
340956,5716082,-853
212159,5716084,-1400
212159,5716086,-1229
212159,5716087,-1399
212159,5716088,-518
212159,5716089,-463
212159,5716090,-338
212159,5716091,-81
108669,5716092,-2290
108669,5716093,-2123
108669,5716094,-1827
108669,5716095,-728
242476,5716096,-1160
242476,5716097,-707
242476,5716099,-2156
242476,5716100,-1504
242476,5716101,-986
394888,5716104,-2621
394888,5716105,-1806
394888,5716106,-1492
394888,5716109,-711
394888,5716110,-700
394888,5716111,-423
394888,5716112,-2726
394888,5716113,-2282
394888,5716114,-1762
394888,5716116,-2725
394888,5716117,-273
312038,5716118,-936
312038,5716120,-2241
312038,5716121,-935
312038,5716122,-756
108023,5716123,-1384
108023,5716124,-837
108023,5716125,-243
174225,5716126,-2724
174225,5716127,-2597
174225,5716129,-568
174225,5716130,-879
174225,5716131,-941
174225,5716132,-1546
174225,5716133,-470
174225,5716134,-667
174225,5716135,-2134
174225,5716136,-61
174225,5716137,-1822
174225,5716138,-1812
174225,5716139,-1706
311349,5716141,-755
311349,5716142,-610
311349,5716143,-359
311349,5716144,-61
450426,5716145,-2515
450426,5716146,-2324
450426,5716148,-471
450426,5716149,-587
450426,5716150,-791
419327,5716151,-450
372859,5716152,-896
372859,5716153,-977
372859,5716157,-862
372859,5716158,-709
372859,5716159,-686
372859,5716160,-599
372859,5716161,-135
380483,5716165,-1032
380483,5716166,-2852
380483,5716167,-2853
125010,5716168,-2607
125010,5716169,-2557
125010,5716170,-1193
125010,5716171,-2606
125010,5716172,-586
385226,5716173,-583
385226,5716174,-735
385226,5716175,-583
135785,5716176,-84
135785,5716178,-280
251403,5716179,-2546
251403,5716180,-1812
251403,5716181,-1497
251403,5716182,-1811
251403,5716183,-779
251403,5716184,-2864
251403,5716186,-1259
251403,5716188,-996
103953,5716189,-1728
103953,5716190,-166
103953,5716191,-847
103953,5716192,-1565
103953,5716193,-922
103953,5716195,-896
103953,5716196,-300
390379,5716197,-1593
390379,5716198,-894
439352,5716199,-2837
439352,5716200,-2298
439352,5716201,-2298
439352,5716202,-1506
319779,5716204,-2438
319779,5716205,-2304
319779,5716206,-2259
319779,5716207,-660
364302,5716208,-624
364302,5716209,-946
364302,5716210,-177
169741,5716212,-1021
169741,5716213,-706
169741,5716216,-307
377858,5716217,-177
377858,5716218,-175
164016,5716219,-975
108012,5716220,-2522
108012,5716221,-2286
108012,5716222,-2197
108012,5716223,-1983
108012,5716224,-2889
196270,5716227,-1140
196270,5716228,-1592
196270,5716229,-2183
196270,5716230,-2172
196270,5716231,-1538
196270,5716232,-199
363989,5716233,-460
363989,5716235,-571
363989,5716236,-1235
363989,5716237,-1234
363989,5716238,-408
363989,5716239,-336
108998,5716240,-2485
108998,5716241,-966
386628,5716242,-741
386628,5716244,-1731
386628,5716245,-419
386628,5716246,-180
386628,5716247,-112
250708,5716251,-1230
250708,5716252,-1154
250708,5716253,-1658
250708,5716254,-2674
250708,5716255,-2325
250708,5716256,-1610
250708,5716257,-2190
326923,5716259,-2465
326923,5716260,-869
326923,5716261,-761
326923,5716262,-727
326923,5716263,-645
326923,5716264,-545
306010,5716268,-2297
306010,5716269,-986
306010,5716270,-104
430110,5716271,-2074
430110,5716272,-2361
430110,5716273,-1360
430110,5716274,-1974
430110,5716275,-1128
101562,5716278,-1149
101562,5716279,-1722
101562,5716280,-1485
101562,5716281,-1374
101562,5716282,-1297
101562,5716283,-786
101562,5716284,-785
290113,5716285,-979
290113,5716287,-1247
290113,5716288,-2822
283919,5716289,-640
283919,5716290,-441
274204,5716292,-2581
274204,5716293,-1896
274204,5716294,-1097
397257,5716295,-257
397257,5716296,-93
366503,5716297,-1948
366503,5716298,-2066
366503,5716299,-112
366503,5716300,-2175
410767,5716303,-1406
410767,5716304,-2039
410767,5716305,-259
253217,5716306,-800
253217,5716307,-1119
253217,5716308,-1461
253217,5716310,-446
253217,5716311,-804
343879,5716312,-1283
343879,5716313,-404
371713,5716314,-621
371713,5716316,-680
371713,5716317,-419
371713,5716318,-422
395345,5716319,-400
395345,5716320,-1503
395345,5716321,-163
298265,5716322,-336
298265,5716323,-1377
154458,5716324,-2640
173153,5716326,-2772
173153,5716327,-2203
187621,5716328,-26
187621,5716329,-605
187621,5716330,-322
305208,5716332,-1395
305208,5716333,-1217
305208,5716335,-791
305208,5716336,-561
305208,5716337,-1080
163163,5716341,-2521
163163,5716342,-2644
163163,5716344,-592
163163,5716345,-1319
163163,5716346,-1568
163163,5716347,-2047
163163,5716349,-1525
163163,5716350,-2387
163163,5716351,-1318
225769,5716352,-674
298948,5716354,-2498
298948,5716356,-2359
298948,5716357,-273
445364,5716359,-299
393237,5716360,-1968
393237,5716361,-1640
393237,5716362,-1288
393237,5716363,-1967
393237,5716365,-2371
393237,5716366,-2157
393237,5716367,-148
370925,5716368,-1191
328874,5716370,-727
328874,5716372,-2725
328874,5716373,-2306
328874,5716374,-2226
390304,5716375,-191
390304,5716376,-180
124457,5716379,-19
124457,5716381,-859
124457,5716382,-2695
124457,5716383,-959
124457,5716384,-612
413501,5716385,-290
202741,5716386,-2595
202741,5716387,-996
202741,5716388,-632
202741,5716389,-490
202741,5716391,-229
449698,5716392,-1310
449698,5716393,-2164
449698,5716394,-1751
259047,5716395,-22
259047,5716396,-1832
259047,5716397,-893
259047,5716398,-264
259047,5716399,-309
218135,5716400,-2543
218135,5716401,-2329
218135,5716403,-545
218135,5716404,-364
332141,5716405,-1353
332141,5716406,-1731
332141,5716407,-836
332141,5716408,-1884
332141,5716410,-1730
332141,5716411,-2036
332141,5716412,-1352
332141,5716413,-601
332141,5716414,-392
116304,5716415,-1199
116304,5716416,-1913
116304,5716418,-751
137276,5716420,-1435
137276,5716421,-1485
126380,5716422,-1169
126380,5716423,-1098
126380,5716425,-473
126380,5716426,-1800
126380,5716427,-1029
126380,5716428,-1168
126380,5716429,-1100
126380,5716430,-500
126380,5716432,-293
126380,5716433,-293
233157,5716434,-405
233157,5716435,-48
233157,5716436,-306
233157,5716437,-89
233157,5716439,-1794
233157,5716442,-1359
233157,5716443,-405
271120,5716444,-495
271120,5716445,-495
414503,5716447,-1139
414503,5716448,-1056
414503,5716449,-1472
414503,5716450,-1528
414503,5716451,-1471
414503,5716452,-957
414503,5716453,-1138
414503,5716454,-1055
414503,5716456,-55
125316,5716457,-811
125316,5716458,-721
125316,5716459,-503
125316,5716460,-273
427199,5716461,-2831
427199,5716462,-2830
427199,5716464,-2729
428046,5716465,-1618
428046,5716466,-1063
428046,5716467,-378
428046,5716468,-378
428046,5716469,-1513
439662,5716470,-855
439662,5716471,-2606
439662,5716472,-2161
439662,5716473,-771
439662,5716475,-655
323380,5716476,-750
323380,5716477,-915
323380,5716478,-1897
323380,5716479,-625
323380,5716480,-273
323380,5716481,-31
323380,5716482,-2268
323380,5716483,-440
367428,5716484,-1849
367428,5716485,-886
367428,5716486,-15
341504,5716487,-285
341504,5716488,-282
279601,5716490,-191
279601,5716492,-1429
279601,5716493,-518
279601,5716494,-491
362780,5716495,-2709
362780,5716496,-2610
362780,5716497,-2672
362780,5716500,-2560
362780,5716501,-677
362780,5716502,-1154
362780,5716503,-616
362780,5716504,-1452
115963,5716506,-338
115963,5716507,-328
115963,5716508,-1569
115963,5716509,-1344
159671,5716510,-1124
159671,5716513,-2812
159671,5716514,-2228
159671,5716515,-1532
159671,5716516,-743
159671,5716517,-1996
159671,5716518,-1734
159671,5716519,-1339
159671,5716520,-666
159671,5716521,-635
159671,5716522,-210
196473,5716523,-2828
196473,5716524,-254
196473,5716526,-1221
400020,5716527,-182
400020,5716528,-182
157270,5716529,-2347
157270,5716530,-1874
157270,5716531,-219
365363,5716534,-1601
182924,5716535,-995
182924,5716536,-994
182924,5716537,-267
145447,5716539,-2863
145447,5716541,-1171
145447,5716542,-1345
145447,5716543,-2380
145447,5716544,-1545
233505,5716545,-1092
233505,5716546,-217
233505,5716547,-776
233505,5716548,-383
224087,5716549,-891
224087,5716551,-1785
224087,5716552,-1947
224087,5716553,-1423
224087,5716554,-2185
224087,5716555,-790
224087,5716556,-656
214041,5716557,-58
214041,5716558,-527
214041,5716559,-393
341261,5716561,-175
248811,5716562,-2543
248811,5716563,-2473
248811,5716564,-2256
248811,5716565,-1408
248811,5716566,-1751
248811,5716568,-974
248811,5716569,-1129
248811,5716570,-614
248811,5716571,-245
248811,5716572,-653
248811,5716573,-2804
248811,5716574,-1636
248811,5716576,-43
238710,5716577,-1802
312908,5716580,-2331
312908,5716581,-672
312908,5716582,-989
312908,5716583,-2446
312908,5716584,-1717
312908,5716585,-410
312908,5716586,-336
160096,5716587,-518
160096,5716588,-1476
160096,5716589,-1402
450525,5716593,-2415
450525,5716594,-918
450525,5716595,-1588
450525,5716596,-1007
450525,5716597,-1185
450525,5716598,-1175
450525,5716601,-95
285913,5716603,-1104
285913,5716604,-946
285913,5716605,-1043
285913,5716606,-2826
285913,5716607,-1103
117533,5716609,-190
450257,5716611,-2837
231020,5716614,-1398
231020,5716615,-943
231020,5716616,-1178
340732,5716617,-1124
340732,5716618,-1031
292645,5716619,-2736
393235,5716621,-1452
393235,5716622,-1451
393235,5716623,-1345
393235,5716624,-391
325896,5716629,-2895
325896,5716630,-2758
325896,5716631,-2400
325896,5716632,-2358
325896,5716633,-2041
325896,5716634,-889
325896,5716635,-817
332402,5716637,-797
332402,5716638,-606
332402,5716639,-1319
332402,5716640,-1318
332402,5716641,-905
154273,5716642,-911
154273,5716643,-1093
154273,5716644,-595
154273,5716645,-182
154273,5716646,-677
154273,5716647,-594
243593,5716649,-2150
243593,5716650,-1327
243593,5716651,-604
113261,5716656,-967
113261,5716657,-913
113261,5716658,-907
296304,5716661,-381
296304,5716662,-385
393805,5716663,-2294
393805,5716664,-1054
393805,5716665,-41
393805,5716667,-706
229323,5716668,-965
229323,5716669,-753
229323,5716670,-964
229323,5716671,-757
229323,5716672,-954
317099,5716673,-1455
397671,5716674,-410
397671,5716675,-274
134532,5716676,-1024
311980,5716679,-757
311980,5716680,-1117
311980,5716681,-1171
311980,5716682,-185
311980,5716683,-2562
171087,5716684,-2480
171087,5716685,-1593
171087,5716686,-1276
171087,5716688,-710
171087,5716689,-279
171087,5716690,-127
171087,5716691,-2468
171087,5716692,-2109
171087,5716693,-1743
171087,5716694,-884
171087,5716695,-759
171087,5716697,-591
171087,5716698,-127
247461,5716699,-1597
247461,5716700,-1372
247461,5716701,-364
247461,5716702,-1971
247461,5716703,-1092
247461,5716704,-788
170111,5716705,-66
170111,5716706,-1253
170111,5716708,-842
170111,5716709,-377
165009,5716711,-2666
165009,5716712,-2570
165009,5716713,-810
165009,5716714,-810
165009,5716715,-2348
165009,5716718,-1530
165009,5716719,-1495
165009,5716721,-868
165009,5716722,-794
165009,5716723,-175
165009,5716724,-119
139142,5716725,-913
139142,5716726,-368
363634,5716728,-1219
363634,5716729,-521
363634,5716730,-556
363634,5716731,-359
232599,5716732,-2815
232599,5716733,-2716
232599,5716734,-2657
232599,5716735,-420
295460,5716740,-925
295460,5716741,-926
295460,5716742,-2695
261265,5716744,-778
261265,5716745,-2214
261265,5716746,-60
261265,5716747,-2389
261265,5716748,-2275
261265,5716749,-799
108108,5716750,-2496
108108,5716751,-2740
108108,5716753,-221
108108,5716754,-305
219905,5716757,-2760
219905,5716758,-1742
219905,5716760,-1644
219905,5716761,-1449
219905,5716762,-1403
219905,5716763,-1209
219905,5716764,-637
219905,5716765,-302
219905,5716766,-2608
219905,5716767,-303
310981,5716769,-862
310981,5716770,-661
310981,5716771,-661
310981,5716773,-403
310981,5716774,-37
310981,5716775,-487
454159,5716778,-2660
454159,5716779,-93
272496,5716780,-2847
272496,5716781,-2749
272496,5716783,-2487
250893,5716784,-963
250893,5716785,-354
250893,5716787,-1082
250893,5716788,-895
250893,5716789,-801
250893,5716790,-749
442071,5716791,-260
442071,5716792,-1293
442071,5716793,-1218
442071,5716794,-1292
438269,5716796,-2199
438269,5716797,-1798
438269,5716798,-1771
438269,5716799,-917
438269,5716800,-1225
377582,5716803,-1182
377582,5716804,-429
377582,5716805,-2915
126358,5716807,-443
132005,5716808,-2302
132005,5716809,-1901
132005,5716810,-869
132005,5716812,-2131
132005,5716813,-2122
132005,5716814,-363
132005,5716815,-2073
132005,5716816,-1150
132005,5716817,-973
132005,5716818,-592
132005,5716819,-270
149974,5716823,-2883
149974,5716824,-2882
149974,5716825,-2147
149974,5716826,-121
124048,5716827,-609
124048,5716828,-1003
124048,5716829,-1563
124048,5716831,-200
124048,5716832,-284
124048,5716833,-2281
124048,5716834,-2279
321228,5716835,-379
386404,5716836,-2611
262706,5716839,-519
262706,5716840,-748
262706,5716841,-2528
262706,5716842,-1189
262706,5716843,-1752
262706,5716844,-2543
262706,5716845,-1163
262706,5716847,-163
173373,5716850,-2666
173373,5716851,-2535
173373,5716852,-409
173373,5716853,-1407
173373,5716854,-437
173373,5716855,-1113
173373,5716856,-1364
219708,5716858,-1483
219708,5716859,-1483
219708,5716860,-1084
219708,5716861,-981
219708,5716862,-711
219708,5716863,-331
219708,5716864,-1621
219708,5716866,-1145
219708,5716867,-1158
219708,5716868,-238
219708,5716869,-1005
219708,5716871,-1337
219708,5716872,-912
219708,5716873,-820
219708,5716874,-759
219708,5716875,-625
432023,5716879,-2575
432023,5716881,-617
432023,5716882,-613
432023,5716883,-113
226821,5716884,-896
226821,5716885,-896
226821,5716886,-1296
226821,5716887,-1295
226821,5716888,-2860
226821,5716889,-1170
260228,5716891,-1261
319729,5716892,-2878
319729,5716893,-2782
319729,5716894,-957
319729,5716897,-488
319729,5716898,-488
319729,5716900,-1747
319729,5716901,-676
188381,5716908,-407
188381,5716909,-423
188381,5716910,-2061
188381,5716911,-469
188381,5716914,-2683
188381,5716915,-2349
437962,5716916,-513
437962,5716917,-230
152844,5716918,-2827
152844,5716920,-2532
152844,5716922,-295
217611,5716923,-596
217611,5716924,-1519
217611,5716925,-2555
217611,5716926,-2338
217611,5716927,-742
217611,5716929,-156
217611,5716930,-533
217611,5716931,-477
217611,5716932,-319
324970,5716934,-1227
324970,5716935,-1227
324970,5716936,-426
324970,5716937,-1593
409869,5716939,-2265
409869,5716940,-608
409869,5716941,-2440
120869,5716947,-2697
